-0.015717	2.633860	3.188067	0.032807	0.049897	-0.001678	0.005035	4.977646	
-0.015717	2.633249	3.186847	0.030365	0.052339	-0.003510	0.004120	4.979172	
-0.012665	2.634165	3.186847	0.030975	0.051728	-0.001373	0.004425	4.978867	
-0.013580	2.632944	3.184100	0.032197	0.048371	-0.006866	0.004425	4.982529	
-0.004730	2.634470	3.188067	0.025787	0.048371	-0.008392	0.005951	4.980087	
-0.005951	2.634165	3.186236	0.021820	0.052339	-0.001068	0.006561	4.979172	
-0.006256	2.634165	3.187762	0.025482	0.053559	-0.004120	0.006256	4.979782	
-0.008087	2.634775	3.185931	0.028229	0.047456	-0.012054	0.005035	4.979172	
-0.010223	2.634165	3.187152	0.029449	0.040132	-0.012054	0.003204	4.979172	
-0.004120	2.633860	3.186236	0.030060	0.041352	-0.005035	0.002899	4.979477	
-0.006561	2.634165	3.186236	0.029449	0.045320	0.002289	0.004425	4.980392	
-0.005035	2.634470	3.188678	0.029755	0.042573	-0.002289	0.005646	4.981003	
-0.001373	2.635080	3.185016	0.033418	0.038301	-0.012970	0.004730	4.978867	
-0.002289	2.633860	3.187457	0.033113	0.035249	-0.014801	0.003204	4.978867	
-0.006256	2.633554	3.186542	0.030060	0.031587	-0.006866	0.002594	4.979782	
-0.007172	2.633860	3.190509	0.029144	0.033418	-0.004425	0.002899	4.980698	
-0.013580	2.636606	3.187762	0.027008	0.039521	-0.010834	0.004120	4.974289	
-0.011139	2.634165	3.187457	0.021515	0.041352	-0.016327	0.004730	4.979477	
-0.011444	2.634470	3.188983	0.021210	0.042268	-0.012970	0.005341	4.980087	
-0.011749	2.634470	3.187762	0.028229	0.043489	-0.009003	0.005646	4.978867	
-0.015411	2.633860	3.187457	0.037080	0.044709	-0.010834	0.004425	4.978867	
-0.015106	2.634165	3.187762	0.041657	0.047456	-0.010529	0.002899	4.978867	
-0.010529	2.633554	3.187152	0.039521	0.050508	-0.005646	0.002594	4.979477	
-0.011444	2.635080	3.186847	0.037995	0.049897	-0.005341	0.002594	4.980698	
-0.015717	2.634775	3.187762	0.040742	0.046235	-0.007477	0.001678	4.978561	
-0.013885	2.633860	3.187152	0.038606	0.048066	-0.003815	0.003204	4.980087	
-0.017242	2.633554	3.188678	0.035554	0.048676	-0.001678	0.005035	4.979172	
-0.012970	2.633554	3.186847	0.036775	0.043489	-0.009918	0.004730	4.980698	
-0.009613	2.633860	3.191424	0.040132	0.037385	-0.017242	0.002899	4.978867	
-0.005035	2.634165	3.188678	0.037385	0.035249	-0.009613	0.001984	4.979172	
-0.001373	2.634165	3.187457	0.030365	0.037690	-0.000763	0.001984	4.979477	
-0.002899	2.634165	3.187152	0.027924	0.043489	-0.005646	0.001984	4.979172	
-0.009918	2.633249	3.188983	0.028229	0.046845	-0.010223	0.001373	4.979172	
-0.009308	2.634165	3.188678	0.023041	0.048982	-0.005951	0.001678	4.979477	
-0.004425	2.633554	3.187152	0.015717	0.053559	-0.001678	0.002289	4.979782	
-0.009003	2.634165	3.187762	0.014496	0.056306	-0.004120	0.003204	4.978256	
-0.004425	2.632944	3.186847	0.018158	0.053864	-0.008087	0.001678	4.978867	
0.000763	2.634775	3.187152	0.021210	0.048676	-0.007782	0.000763	4.979782	
-0.002594	2.633249	3.186542	0.021515	0.045320	-0.004120	0.001984	4.980392	
0.001068	2.634470	3.188678	0.017853	0.043489	-0.001678	0.003510	4.980392	
-0.010223	2.632639	3.186542	0.017548	0.040437	-0.002594	0.002594	4.978867	
-0.007782	2.634775	3.189898	0.019379	0.033723	-0.003815	0.001678	4.977341	
-0.011749	2.634165	3.187762	0.018463	0.027618	-0.006256	0.001678	4.979172	
-0.014191	2.634470	3.186847	0.014191	0.029144	-0.009308	0.002899	4.979782	
